"","cusip","merger","employ","return","patents","patentsg","stckpr","rnd","rndeflt","rndstck","sales","sic","year","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","lrnd","lsales","lpat","rnd_1","rnd_2","rnd_3","rnd_4","rnd_5","lrnd_1","lrnd_2","lrnd_3","lrnd_4","lrnd_5","clpat","clrnd","clrnd_1","clrnd_2","clrnd_3","clrnd_4","clrnd_5","clsales","lrnd_6","lrnd_7","lrnd_8","lrnd_9"
"11",4626,0,4.9119987487793,4.92464303970337,7,6,17,0.855324268341064,0.855324268341064,4.58711242675781,96.0009765625,3540,72,1,0,0,0,0,0,0,0,0,0,0.618059515953064,4.56435823440552,2.0794415473938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",4626,0,5.55399703979492,6.68805837631226,7,10,12.5,1.26065444946289,1.1848258972168,5.06401443481445,127.850952148438,3540,73,0,1,0,0,0,0,0,0,0,0,0.815654337406158,4.85086536407471,2.0794415473938,0.855324268341064,NA,NA,NA,NA,0.618059515953064,NA,NA,NA,NA,0,0.197594821453094,NA,NA,NA,NA,NA,0.286507129669189,NA,NA,NA,NA
"13",4626,0,7.19999694824219,4.71582984924316,5,6,7.375,1.44725131988525,1.23696708679199,6.11385345458984,169.44189453125,3540,74,0,0,1,0,0,0,0,0,0,0,0.894965469837189,5.1325101852417,1.7917594909668,1.26065444946289,0.855324268341064,NA,NA,NA,0.815654337406158,0.618059515953064,NA,NA,NA,-0.287682056427002,0.0793111324310303,0.197594821453094,NA,NA,NA,NA,0.281644821166992,NA,NA,NA,NA
"14",4626,0,6.48799896240234,6.21056842803955,3,10,7.875,1.49046325683594,1.15989398956299,7.30011749267578,231.489990234375,3540,75,0,0,0,1,0,0,0,0,0,0,0.912468731403351,5.4445366859436,1.3862943649292,1.44725131988525,1.26065444946289,0.855324268341064,NA,NA,0.894965469837189,0.815654337406158,0.618059515953064,NA,NA,-0.405465126037598,0.0175032615661621,0.0793111324310303,0.197594821453094,NA,NA,NA,0.312026500701904,NA,NA,NA,NA
"15",4626,0,5.44899749755859,4.68378639221191,3,2,9.5,1.82347011566162,1.33980274200439,8.14826965332031,194.088989257812,3540,76,0,0,0,0,1,0,0,0,0,0,1.03796660900116,5.26831674575806,1.3862943649292,1.49046325683594,1.44725131988525,1.26065444946289,0.855324268341064,NA,0.912468731403351,0.894965469837189,0.815654337406158,0.618059515953064,NA,0,0.125497877597809,0.0175032615661621,0.0793111324310303,0.197594821453094,NA,NA,-0.176219940185547,NA,NA,NA,NA
"16",4626,0,5.56799697875977,4.79788494110107,3,4,12.625,2.14553260803223,1.47055053710938,9.38430023193359,218.19189453125,3540,77,0,0,0,0,0,1,0,0,0,0,1.14598321914673,5.38537502288818,1.3862943649292,1.82347011566162,1.49046325683594,1.44725131988525,1.26065444946289,0.855324268341064,1.03796660900116,0.912468731403351,0.894965469837189,0.815654337406158,0.618059515953064,0,0.108016610145569,0.125497877597809,0.0175032615661621,0.0793111324310303,0.197594821453094,NA,0.117058277130127,NA,NA,NA,NA
"17",4626,0,5.72799682617188,6.96133995056152,0,3,18.75,2.43671989440918,1.54909038543701,10.9085083007812,289.5087890625,3540,78,0,0,0,0,0,0,1,0,0,0,1.23451745510101,5.66818571090698,0,2.14553260803223,1.82347011566162,1.49046325683594,1.44725131988525,1.26065444946289,1.14598321914673,1.03796660900116,0.912468731403351,0.894965469837189,0.815654337406158,-1.3862943649292,0.0885342359542847,0.108016610145569,0.125497877597809,0.0175032615661621,0.0793111324310303,0.197594821453094,0.282810688018799,0.618059515953064,NA,NA,NA
"18",4626,0,6.072998046875,7.50393295288086,9,3,26.125,2.94430732727051,1.71379947662354,12.7877044677734,344.4599609375,3540,79,0,0,0,0,0,0,0,1,0,0,1.3722733259201,5.84197807312012,2.30258512496948,2.43671989440918,2.14553260803223,1.82347011566162,1.49046325683594,1.44725131988525,1.23451745510101,1.14598321914673,1.03796660900116,0.912468731403351,0.894965469837189,2.30258512496948,0.137755870819092,0.0885342359542847,0.108016610145569,0.125497877597809,0.0175032615661621,0.0793111324310303,0.173792362213135,0.815654337406158,0.618059515953064,NA,NA
"19",4626,0,6.49299621582031,6.23718500137329,5,1,25.5,3.65327644348145,1.95362377166748,15.0464096069336,405.236083984375,3540,80,0,0,0,0,0,0,0,0,1,0,1.53757154941559,6.004469871521,1.7917594909668,2.94430732727051,2.43671989440918,2.14553260803223,1.82347011566162,1.49046325683594,1.3722733259201,1.23451745510101,1.14598321914673,1.03796660900116,0.912468731403351,-0.510825634002686,0.165298223495483,0.137755870819092,0.0885342359542847,0.108016610145569,0.125497877597809,0.0175032615661621,0.162491798400879,0.894965469837189,0.815654337406158,0.618059515953064,NA
"20",4626,0,5.71599960327148,5.20095539093018,0,7,21.125,3.56491851806641,1.77359199523926,17.6602783203125,400.743896484375,3540,81,0,0,0,0,0,0,0,0,0,1,1.5184006690979,5.99332237243652,0,3.65327644348145,2.94430732727051,2.43671989440918,2.14553260803223,1.82347011566162,1.53757154941559,1.3722733259201,1.23451745510101,1.14598321914673,1.03796660900116,-1.7917594909668,-0.019170880317688,0.165298223495483,0.137755870819092,0.0885342359542847,0.108016610145569,0.125497877597809,-0.0111474990844727,0.912468731403351,0.894965469837189,0.815654337406158,0.618059515953064
"21",4671,0,0.389999866485596,23.737585067749,6,1,14,0.186848998069763,0.186848998069763,0.878252983093262,15.5509948730469,3429,72,1,0,0,0,0,0,0,0,0,0,0.171301901340485,2.7441246509552,1.94591009616852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",4671,0,0.32699990272522,19.1667327880859,2,1,4.24999618530273,0.203266382217407,0.191039800643921,0.994165897369385,17.6139984130859,3429,73,0,1,0,0,0,0,0,0,0,0,0.185039848089218,2.86869406700134,1.0986123085022,0.186848998069763,NA,NA,NA,NA,0.171301901340485,NA,NA,NA,NA,-0.847297787666321,0.0137379467487335,NA,NA,NA,NA,NA,0.124569416046143,NA,NA,NA,NA
"23",4671,0,0.273999929428101,8.81589031219482,1,6,2.49999809265137,0.143923163414001,0.123011291027069,1.1516809463501,15.7269973754883,3429,74,0,0,1,0,0,0,0,0,0,0,0.134463727474213,2.75537872314453,0.6931471824646,0.203266382217407,0.186848998069763,NA,NA,NA,0.185039848089218,0.171301901340485,NA,NA,NA,-0.405465126037598,-0.0505761206150055,0.0137379467487335,NA,NA,NA,NA,-0.113315343856812,NA,NA,NA,NA
"24",4671,0,0.300999879837036,9.86133193969727,1,2,5.49999618530273,0.147045135498047,0.114431977272034,1.23372936248779,15.4879989624023,3429,75,0,0,0,1,0,0,0,0,0,0,0.137189194560051,2.740065574646,0.6931471824646,0.143923163414001,0.203266382217407,0.186848998069763,NA,NA,0.134463727474213,0.185039848089218,0.171301901340485,NA,NA,0,0.00272546708583832,-0.0505761206150055,0.0137379467487335,NA,NA,NA,-0.0153131484985352,NA,NA,NA,NA
"25",4671,0,0.304999828338623,14.2727375030518,1,0,8.24999237060547,0.183947682380676,0.135156273841858,1.26606750488281,20.7079772949219,3429,76,0,0,0,0,1,0,0,0,0,0,0.168854340910912,3.03051900863647,0.6931471824646,0.147045135498047,0.143923163414001,0.203266382217407,0.186848998069763,NA,0.137189194560051,0.134463727474213,0.185039848089218,0.171301901340485,NA,0,0.0316651463508606,0.00272546708583832,-0.0505761206150055,0.0137379467487335,NA,NA,0.290453433990479,NA,NA,NA,NA
"26",4671,0,0.609999656677246,13.5687713623047,0,1,7.37499618530273,0.400278091430664,0.274350881576538,1.35145473480225,30.8249969482422,3429,77,0,0,0,0,0,1,0,0,0,0,0.336670845746994,3.42832589149475,0,0.183947682380676,0.147045135498047,0.143923163414001,0.203266382217407,0.186848998069763,0.168854340910912,0.137189194560051,0.134463727474213,0.185039848089218,0.171301901340485,-0.6931471824646,0.167816504836082,0.0316651463508606,0.00272546708583832,-0.0505761206150055,0.0137379467487335,NA,0.397806882858276,NA,NA,NA,NA
"27",4671,0,0.589999675750732,14.9003620147705,1,1,9,0.579927921295166,0.368676424026489,1.66936206817627,40.7989807128906,3429,78,0,0,0,0,0,0,1,0,0,0,0.457379221916199,3.70865702629089,0.6931471824646,0.400278091430664,0.183947682380676,0.147045135498047,0.143923163414001,0.203266382217407,0.336670845746994,0.168854340910912,0.137189194560051,0.134463727474213,0.185039848089218,0.6931471824646,0.120708376169205,0.167816504836082,0.0316651463508606,0.00272546708583832,-0.0505761206150055,0.0137379467487335,0.280331134796143,0.171301901340485,NA,NA,NA
"28",4671,0,0.724999904632568,14.6979446411133,1,0,9,0.73682975769043,0.428888082504272,2.18301010131836,47.3729858398438,3429,79,0,0,0,0,0,0,0,1,0,0,0.552061498165131,3.85805225372314,0.6931471824646,0.579927921295166,0.400278091430664,0.183947682380676,0.147045135498047,0.143923163414001,0.457379221916199,0.336670845746994,0.168854340910912,0.137189194560051,0.134463727474213,0,0.0946822762489319,0.120708376169205,0.167816504836082,0.0316651463508606,0.00272546708583832,-0.0505761206150055,0.149395227432251,0.185039848089218,0.171301901340485,NA,NA
"29",4671,0,0.527999877929688,6.11813640594482,1,1,5.74999618530273,0.845995426177979,0.452403783798218,2.8237476348877,44.3279724121094,3429,80,0,0,0,0,0,0,0,0,1,0,0.61301863193512,3.79161596298218,0.6931471824646,0.73682975769043,0.579927921295166,0.400278091430664,0.183947682380676,0.147045135498047,0.552061498165131,0.457379221916199,0.336670845746994,0.168854340910912,0.137189194560051,0,0.060957133769989,0.0946822762489319,0.120708376169205,0.167816504836082,0.0316651463508606,0.00272546708583832,-0.0664362907409668,0.134463727474213,0.185039848089218,0.171301901340485,NA
"30",4671,0,0.525999546051025,8.55668830871582,0,1,5.74999618530273,0.882736682891846,0.439172267913818,3.48670387268066,51.7449951171875,3429,81,0,0,0,0,0,0,0,0,0,1,0.6327263712883,3.94632768630981,0,0.845995426177979,0.73682975769043,0.579927921295166,0.400278091430664,0.183947682380676,0.61301863193512,0.552061498165131,0.457379221916199,0.336670845746994,0.168854340910912,-0.6931471824646,0.0197077393531799,0.060957133769989,0.0946822762489319,0.120708376169205,0.167816504836082,0.0316651463508606,0.154711723327637,0.137189194560051,0.134463727474213,0.185039848089218,0.171301901340485
"31",7500,0,0.769999980926514,4.43297910690308,0,0,3.5,0,0,NA,16.1219787597656,3728,72,1,0,0,0,0,0,0,0,0,0,0,2.78018355369568,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",7500,0,1,8.70116329193115,0,0,3.25,0,0,NA,22.89599609375,3728,73,0,1,0,0,0,0,0,0,0,0,0,3.13096213340759,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.350778579711914,NA,NA,NA,NA
"33",7500,0,0.902999877929688,-2.41281986236572,0,0,0.875,0,0,NA,24.7510070800781,3728,74,0,0,1,0,0,0,0,0,0,0,0,3.20886611938477,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.0779039859771729,NA,NA,NA,NA
"34",7500,0,0.341999769210815,5.29206371307373,0,0,1.875,0,0,NA,18.77099609375,3728,75,0,0,0,1,0,0,0,0,0,0,0,2.93231296539307,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,-0.276553153991699,NA,NA,NA,NA
"35",7500,0,0.74899959564209,7.58290863037109,4,0,4,0,0,NA,26.5469970703125,3728,76,0,0,0,0,1,0,0,0,0,0,0,3.27891659736633,1.60943794250488,0,0,0,0,NA,0,0,0,0,NA,1.60943794250488,0,0,0,0,NA,NA,0.346603631973267,NA,NA,NA,NA
"36",7500,0,0.625,12.8942012786865,2,3,2.5,0,0,NA,39.1729736328125,3728,77,0,0,0,0,0,1,0,0,0,0,0,3.66798710823059,1.0986123085022,0,0,0,0,0,0,0,0,0,0,-0.510825634002686,0,0,0,0,0,NA,0.389070510864258,NA,NA,NA,NA
"37",7500,0,0.699999809265137,0.480544209480286,1,2,2.125,0,0,NA,35.1529846191406,3728,78,0,0,0,0,0,0,1,0,0,0,0,3.5597095489502,0.6931471824646,0,0,0,0,0,0,0,0,0,0,-0.405465126037598,0,0,0,0,0,0,-0.108277559280396,0,NA,NA,NA
"38",7500,0,0.583999633789062,1.95476710796356,1,1,4,0,0,NA,25.6410064697266,3728,79,0,0,0,0,0,0,0,1,0,0,0,3.24419283866882,0.6931471824646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315516710281372,0,0,NA,NA
"39",7500,0,0.408999919891357,8.33367729187012,0,1,7,0,0,NA,27.1619873046875,3728,80,0,0,0,0,0,0,0,0,1,0,0,3.30181837081909,0,0,0,0,0,0,0,0,0,0,0,-0.6931471824646,0,0,0,0,0,0,0.0576255321502686,0,0,0,NA
"40",7500,0,0.342999935150146,4.16328620910645,0,1,3.375,0.687795639038086,0.34218692779541,NA,23.6929779052734,3728,81,0,0,0,0,0,0,0,0,0,1,0.523423314094543,3.16517877578735,0,0,0,0,0,0,0,0,0,0,0,0,0.523423314094543,0,0,0,0,0,-0.136639595031738,0,0,0,0
"41",7603,0,1.15099811553955,9.59212207794189,1,0,1.49999809265137,0.00199919939041138,0.00199919939041138,0.543553829193115,38.3589782714844,3000,72,1,0,0,0,0,0,0,0,0,0,0.00199720356613398,3.6469886302948,0.6931471824646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",7603,0,1.18499851226807,8.37362384796143,0,1,0.749999523162842,0.0531690716743469,0.0499709248542786,0.494238615036011,42.8629760742188,3000,73,0,1,0,0,0,0,0,0,0,0,0.051803782582283,3.75800848007202,0,0.00199919939041138,NA,NA,NA,NA,0.00199720356613398,NA,NA,NA,NA,-0.6931471824646,0.0498065799474716,NA,NA,NA,NA,NA,0.111019849777222,NA,NA,NA,NA
"43",7603,0,1.32199954986572,7.80656909942627,1,0,0.625,0.07396399974823,0.0632170438766479,0.51994800567627,54.68798828125,3000,74,0,0,1,0,0,0,0,0,0,0,0.071356475353241,4.00164413452148,0.6931471824646,0.0531690716743469,0.00199919939041138,NA,NA,NA,0.051803782582283,0.00199720356613398,NA,NA,NA,0.6931471824646,0.0195526927709579,0.0498065799474716,NA,NA,NA,NA,0.243635654449463,NA,NA,NA,NA
"44",7603,0,1.26499843597412,8.1456127166748,0,1,1.12499809265137,0.102032542228699,0.07940274477005,0.566864967346191,61.4939880371094,3000,75,0,0,0,1,0,0,0,0,0,0,0.0971562415361404,4.11893939971924,0,0.07396399974823,0.0531690716743469,0.00199919939041138,NA,NA,0.071356475353241,0.051803782582283,0.00199720356613398,NA,NA,-0.6931471824646,0.0257997661828995,0.0195526927709579,0.0498065799474716,NA,NA,NA,0.117295265197754,NA,NA,NA,NA
"45",7603,0,1.57999992370605,7.42336511611938,1,0,1.37499809265137,0.0839742422103882,0.0617004334926605,0.618211269378662,77.4309692382812,3000,76,0,0,0,0,1,0,0,0,0,0,0.0806341394782066,4.34938669204712,0.6931471824646,0.102032542228699,0.07396399974823,0.0531690716743469,0.00199919939041138,NA,0.0971562415361404,0.071356475353241,0.051803782582283,0.00199720356613398,NA,0.6931471824646,-0.0165221020579338,0.0257997661828995,0.0195526927709579,0.0498065799474716,NA,NA,0.230447292327881,NA,NA,NA,NA
"46",7603,0,1.53899955749512,10.0481452941895,0,0,1.87499809265137,0.00700559467077255,0.00480163842439651,0.653661251068115,96.386962890625,3000,77,0,0,0,0,0,1,0,0,0,0,0.0069811693392694,4.5683708190918,0,0.0839742422103882,0.102032542228699,0.07396399974823,0.0531690716743469,0.00199919939041138,0.0806341394782066,0.0971562415361404,0.071356475353241,0.051803782582283,0.00199720356613398,-0.6931471824646,-0.0736529678106308,-0.0165221020579338,0.0257997661828995,0.0195526927709579,0.0498065799474716,NA,0.218984127044678,NA,NA,NA,NA
"47",7603,0,1.94299983978271,8.58040428161621,0,1,1.74999809265137,0,0,NA,116.115966796875,3000,78,0,0,0,0,0,0,1,0,0,0,0,4.75458955764771,0,0.00700559467077255,0.0839742422103882,0.102032542228699,0.07396399974823,0.0531690716743469,0.0069811693392694,0.0806341394782066,0.0971562415361404,0.071356475353241,0.051803782582283,0,-0.0069811693392694,-0.0736529678106308,-0.0165221020579338,0.0257997661828995,0.0195526927709579,0.0498065799474716,0.186218738555908,0.00199720356613398,NA,NA,NA
"48",7603,0,NA,6.11787128448486,0,0,1.625,0,0,NA,136.6279296875,3000,79,0,0,0,0,0,0,0,1,0,0,0,4.91726160049438,0,0,0.00700559467077255,0.0839742422103882,0.102032542228699,0.07396399974823,0,0.0069811693392694,0.0806341394782066,0.0971562415361404,0.071356475353241,0,0,-0.0069811693392694,-0.0736529678106308,-0.0165221020579338,0.0257997661828995,0.0195526927709579,0.16267204284668,0.051803782582283,0.00199720356613398,NA,NA
"49",7603,0,1.69999980926514,5.50984764099121,1,0,1.87499809265137,0,0,NA,146.962890625,3000,80,0,0,0,0,0,0,0,0,1,0,0,4.99018001556396,0.6931471824646,0,0,0.00700559467077255,0.0839742422103882,0.102032542228699,0,0,0.0069811693392694,0.0806341394782066,0.0971562415361404,0.6931471824646,0,0,-0.0069811693392694,-0.0736529678106308,-0.0165221020579338,0.0257997661828995,0.0729184150695801,0.071356475353241,0.051803782582283,0.00199720356613398,NA
"50",7603,0,2.09999847412109,8.44361782073975,0,0,2.49999809265137,0,0,NA,168.366943359375,3000,81,0,0,0,0,0,0,0,0,0,1,0,5.12614583969116,0,0,0,0,0.00700559467077255,0.0839742422103882,0,0,0,0.0069811693392694,0.0806341394782066,-0.6931471824646,0,0,0,-0.0069811693392694,-0.0736529678106308,-0.0165221020579338,0.135965824127197,0.0971562415361404,0.071356475353241,0.051803782582283,0.00199720356613398
"51",20753,0,0.286999702453613,10.4446353912354,3,3,3.375,0,0,NA,5.42299652099609,3662,72,1,0,0,0,0,0,0,0,0,0,0,1.69064855575562,1.3862943649292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",20753,0,0.299999952316284,15.0125026702881,0,2,1.75,0.174230456352234,0.163750410079956,NA,5.74799728393555,3662,73,0,1,0,0,0,0,0,0,0,0,0.160613000392914,1.74885153770447,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.3862943649292,0.160613000392914,NA,NA,NA,NA,NA,0.0582029819488525,NA,NA,NA,NA
"53",20753,0,0.309999704360962,0.287325322628021,0,3,0.686999797821045,0.111945748329163,0.0956801772117615,1.02407169342041,7.80099868774414,3662,74,0,0,1,0,0,0,0,0,0,0,0.106111407279968,2.0542516708374,0,0.174230456352234,0,NA,NA,NA,0.160613000392914,0,NA,NA,NA,0,-0.0545015931129456,0.160613000392914,NA,NA,NA,NA,0.305400133132935,NA,NA,NA,NA
"54",20753,0,0.324999809265137,6.54917335510254,2,1,1,0.073023796081543,0.0568278729915619,1.07937049865723,7.83799743652344,3662,75,0,0,0,1,0,0,0,0,0,0,0.0704806372523308,2.05898332595825,1.0986123085022,0.111945748329163,0.174230456352234,0,NA,NA,0.106111407279968,0.160613000392914,0,NA,NA,1.0986123085022,-0.0356307700276375,-0.0545015931129456,0.160613000392914,NA,NA,NA,0.00473165512084961,NA,NA,NA,NA
"55",20753,0,0.359999895095825,8.64382362365723,5,1,2.25,0.313910484313965,0.230646967887878,1.04874897003174,10.0769958496094,3662,76,0,0,0,0,1,0,0,0,0,0,0.273007780313492,2.31025528907776,1.7917594909668,0.073023796081543,0.111945748329163,0.174230456352234,0,NA,0.0704806372523308,0.106111407279968,0.160613000392914,0,NA,0.6931471824646,0.20252713561058,-0.0356307700276375,-0.0545015931129456,0.160613000392914,NA,NA,0.251271963119507,NA,NA,NA,NA
"56",20753,0,0.459999799728394,11.8913059234619,2,4,4.375,0.451305150985718,0.309324979782104,1.29279613494873,12.1709976196289,3662,77,0,0,0,0,0,1,0,0,0,0,0.372463256120682,2.49905586242676,1.0986123085022,0.313910484313965,0.073023796081543,0.111945748329163,0.174230456352234,0,0.273007780313492,0.0704806372523308,0.106111407279968,0.160613000392914,0,-0.6931471824646,0.0994554758071899,0.20252713561058,-0.0356307700276375,-0.0545015931129456,0.160613000392914,NA,0.188800573348999,NA,NA,NA,NA
"57",20753,0,0.524999618530273,12.9154796600342,2,2,6.75,0.586923599243164,0.37312388420105,1.67059898376465,16.3739776611328,3662,78,0,0,0,0,0,0,1,0,0,0,0.461797297000885,2.79569339752197,1.0986123085022,0.451305150985718,0.313910484313965,0.073023796081543,0.111945748329163,0.174230456352234,0.372463256120682,0.273007780313492,0.0704806372523308,0.106111407279968,0.160613000392914,0,0.0893340408802032,0.0994554758071899,0.20252713561058,-0.0356307700276375,-0.0545015931129456,0.160613000392914,0.296637535095215,0,NA,NA,NA
"58",20753,0,0.609999656677246,11.0652561187744,1,1,12.3332977294922,1.54462814331055,0.899085521697998,2.19182014465332,21.7989959716797,3662,79,0,0,0,0,0,0,0,1,0,0,0.933984518051147,3.08186388015747,0.6931471824646,0.586923599243164,0.451305150985718,0.313910484313965,0.073023796081543,0.111945748329163,0.461797297000885,0.372463256120682,0.273007780313492,0.0704806372523308,0.106111407279968,-0.405465126037598,0.472187221050262,0.0893340408802032,0.0994554758071899,0.20252713561058,-0.0356307700276375,-0.0545015931129456,0.286170482635498,0.160613000392914,0,NA,NA
"59",20753,0,0.779999732971191,9.71835231781006,1,3,26.625,2.31472778320312,1.23782253265381,3.71180534362793,29.5789794921875,3662,80,0,0,0,0,0,0,0,0,1,0,1.19837546348572,3.38706398010254,0.6931471824646,1.54462814331055,0.586923599243164,0.451305150985718,0.313910484313965,0.073023796081543,0.933984518051147,0.461797297000885,0.372463256120682,0.273007780313492,0.0704806372523308,0,0.26439094543457,0.472187221050262,0.0893340408802032,0.0994554758071899,0.20252713561058,-0.0356307700276375,0.305200099945068,0.106111407279968,0.160613000392914,0,NA
