"","cusip","year","ikb","ikn","qb","qn","d75","d76","d77","d78","d79","d80","d81","d82","d83","d84","d85","ikb_1","ikn_1","qb_1","qn_1","cikb","cikn","cqb","cqn","cikb_1","cqb_1","cikb_2"
"14",6284,77,0.0356984995305538,0.0209633503109217,-1.25743186473846,-1.70006549358368,0,0,1,0,0,0,0,0,0,0,0,0.0234781000763178,0.0310890693217516,-1.16060411930084,-1.57388925552368,0.012220399454236,-0.0101257190108299,-0.0968277454376221,-0.126176238059998,0.0610219016671181,-0.181773662567139,NA
"15",6284,78,0.108603700995445,0.102049127221107,-1.34783113002777,-1.87209331989288,0,0,0,1,0,0,0,0,0,0,0,0.0356984995305538,0.0209633503109217,-1.25743186473846,-1.70006549358368,0.0729051977396011,0.081085778772831,-0.0903992652893066,-0.172027826309204,0.012220399454236,-0.0968277454376221,0.0610219016671181
"16",6284,79,0.0916495993733406,0.125251993536949,-1.24452126026154,-1.760045170784,0,0,0,0,1,0,0,0,0,0,0,0.108603700995445,0.102049127221107,-1.34783113002777,-1.87209331989288,-0.0169541016221046,0.0232028663158417,0.103309869766235,0.112048149108887,0.0729051977396011,-0.0903992652893066,0.012220399454236
"17",6284,80,0.0957586988806725,0.0765752494335175,-1.2515515089035,-1.68557786941528,0,0,0,0,0,1,0,0,0,0,0,0.0916495993733406,0.125251993536949,-1.24452126026154,-1.760045170784,0.00410909950733185,-0.0486767441034317,-0.00703024864196777,0.0744673013687134,-0.0169541016221046,0.103309869766235,0.0729051977396011
"18",6284,81,0.171934604644775,0.215998962521553,-1.20439457893372,-1.67463111877441,0,0,0,0,0,0,1,0,0,0,0,0.0957586988806725,0.0765752494335175,-1.2515515089035,-1.68557786941528,0.0761759057641029,0.139423713088036,0.0471569299697876,0.0109467506408691,0.00410909950733185,-0.00703024864196777,-0.0169541016221046
"19",6284,82,-0.0137815000489354,0.029718330129981,-1.18643605709076,-1.54290151596069,0,0,0,0,0,0,0,1,0,0,0,0.171934604644775,0.215998962521553,-1.20439457893372,-1.67463111877441,-0.185716107487679,-0.186280637979507,0.0179585218429565,0.131729602813721,0.0761759057641029,0.0471569299697876,0.00410909950733185
"20",6284,83,0.0511658005416393,0.0294258892536163,-1.15173292160034,-1.42851734161377,0,0,0,0,0,0,0,0,1,0,0,-0.0137815000489354,0.029718330129981,-1.18643605709076,-1.54290151596069,0.0649472996592522,-0.000292440876364708,0.0347031354904175,0.114384174346924,-0.185716107487679,0.0179585218429565,0.0761759057641029
"21",6284,84,0.257672011852264,0.202954649925232,-0.758026659488678,-1.0217170715332,0,0,0,0,0,0,0,0,0,1,0,0.0511658005416393,0.0294258892536163,-1.15173292160034,-1.42851734161377,0.206506207585335,0.173528760671616,0.393706262111664,0.406800270080566,0.0649472996592522,0.0347031354904175,-0.185716107487679
"22",6284,85,0.0320480987429619,0.0389764793217182,-0.5843825340271,-0.938202857971191,0,0,0,0,0,0,0,0,0,0,1,0.257672011852264,0.202954649925232,-0.758026659488678,-1.0217170715332,-0.225623905658722,-0.163978174328804,0.173644125461578,0.0835142135620117,0.206506207585335,0.393706262111664,0.0649472996592522
"23",9158,75,0.262428313493729,0.258869558572769,1.58808135986328,1.74864232540131,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",9158,76,0.210381805896759,0.230278745293617,1.83554446697235,2.03701686859131,0,1,0,0,0,0,0,0,0,0,0,0.262428313493729,0.258869558572769,1.58808135986328,1.74864232540131,-0.0520465075969696,-0.0285908132791519,0.24746310710907,0.288374543190002,NA,NA,NA
"25",9158,77,0.162161901593208,0.181576386094093,1.47267436981201,1.59804618358612,0,0,1,0,0,0,0,0,0,0,0,0.210381805896759,0.230278745293617,1.83554446697235,2.03701686859131,-0.0482199043035507,-0.0487023591995239,-0.362870097160339,-0.438970685005188,-0.0520465075969696,0.24746310710907,NA
"26",9158,78,0.210446402430534,0.213971585035324,0.502631008625031,0.500629782676697,0,0,0,1,0,0,0,0,0,0,0,0.162161901593208,0.181576386094093,1.47267436981201,1.59804618358612,0.048284500837326,0.0323951989412308,-0.970043361186981,-1.09741640090942,-0.0482199043035507,-0.362870097160339,-0.0520465075969696
"27",9158,79,0.205254197120667,0.218663409352303,0.0922225266695023,0.0483713410794735,0,0,0,0,1,0,0,0,0,0,0,0.210446402430534,0.213971585035324,0.502631008625031,0.500629782676697,-0.00519220530986786,0.00469182431697845,-0.410408496856689,-0.452258437871933,0.048284500837326,-0.970043361186981,-0.0482199043035507
"28",9158,80,0.245403200387955,0.254987716674805,0.440011590719223,0.440484076738358,0,0,0,0,0,1,0,0,0,0,0,0.205254197120667,0.218663409352303,0.0922225266695023,0.0483713410794735,0.0401490032672882,0.0363243073225021,0.34778904914856,0.392112731933594,-0.00519220530986786,-0.410408496856689,0.048284500837326
"29",9158,81,0.190447196364403,0.192060172557831,0.317829430103302,0.309433728456497,0,0,0,0,0,0,1,0,0,0,0,0.245403200387955,0.254987716674805,0.440011590719223,0.440484076738358,-0.0549560040235519,-0.0629275441169739,-0.122182160615921,-0.13105034828186,0.0401490032672882,0.34778904914856,-0.00519220530986786
"30",9158,82,0.215286806225777,0.220233678817749,-0.148165285587311,-0.200442135334015,0,0,0,0,0,0,0,1,0,0,0,0.190447196364403,0.192060172557831,0.317829430103302,0.309433728456497,0.0248396098613739,0.0281735062599182,-0.465994715690613,-0.509875893592834,-0.0549560040235519,-0.122182160615921,0.0401490032672882
"31",9158,83,0.104358002543449,0.127154052257538,-0.193249836564064,-0.25081542134285,0,0,0,0,0,0,0,0,1,0,0,0.215286806225777,0.220233678817749,-0.148165285587311,-0.200442135334015,-0.110928803682327,-0.0930796265602112,-0.0450845509767532,-0.0503732860088348,0.0248396098613739,-0.465994715690613,-0.0549560040235519
"32",9158,84,0.117443099617958,0.136260136961937,0.00452425004914403,-0.0266492608934641,0,0,0,0,0,0,0,0,0,1,0,0.104358002543449,0.127154052257538,-0.193249836564064,-0.25081542134285,0.0130850970745087,0.00910608470439911,0.197774082422256,0.22416615486145,-0.110928803682327,-0.0450845509767532,0.0248396098613739
"33",9158,85,0.188823997974396,0.191845044493675,-0.0139329200610518,-0.041179858148098,0,0,0,0,0,0,0,0,0,0,1,0.117443099617958,0.136260136961937,0.00452425004914403,-0.0266492608934641,0.0713808983564377,0.0555849075317383,-0.0184571705758572,-0.0145305972546339,0.0130850970745087,0.197774082422256,-0.110928803682327
"34",13716,75,0.0711800009012222,0.0720570310950279,-0.745680391788483,-1.17098093032837,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",13716,76,0.0320091992616653,0.0479571484029293,-0.848707556724548,-1.28264629840851,0,1,0,0,0,0,0,0,0,0,0,0.0711800009012222,0.0720570310950279,-0.745680391788483,-1.17098093032837,-0.0391708016395569,-0.0240998826920986,-0.103027164936066,-0.111665368080139,NA,NA,NA
"36",13716,77,0.0937516987323761,0.076347216963768,-0.809656620025635,-1.20640110969543,0,0,1,0,0,0,0,0,0,0,0,0.0320091992616653,0.0479571484029293,-0.848707556724548,-1.28264629840851,0.0617424994707108,0.0283900685608387,0.0390509366989136,0.0762451887130737,-0.0391708016395569,-0.103027164936066,NA
"37",13716,78,0.0794555991888046,0.0949984714388847,-0.915779054164886,-1.38198280334473,0,0,0,1,0,0,0,0,0,0,0,0.0937516987323761,0.076347216963768,-0.809656620025635,-1.20640110969543,-0.0142960995435715,0.0186512544751167,-0.106122434139252,-0.175581693649292,0.0617424994707108,0.0390509366989136,-0.0391708016395569
"38",13716,79,0.123890496790409,0.12146370112896,-0.896785199642181,-1.30727207660675,0,0,0,0,1,0,0,0,0,0,0,0.0794555991888046,0.0949984714388847,-0.915779054164886,-1.38198280334473,0.0444348976016045,0.0264652296900749,0.0189938545227051,0.0747107267379761,-0.0142960995435715,-0.106122434139252,0.0617424994707108
"39",13716,80,0.166041001677513,0.151914179325104,-0.834097504615784,-1.21103084087372,0,0,0,0,0,1,0,0,0,0,0,0.123890496790409,0.12146370112896,-0.896785199642181,-1.30727207660675,0.042150504887104,0.0304504781961441,0.0626876950263977,0.0962412357330322,0.0444348976016045,0.0189938545227051,-0.0142960995435715
"40",13716,81,0.158094495534897,0.15773606300354,-0.639059543609619,-0.959271192550659,0,0,0,0,0,0,1,0,0,0,0,0.166041001677513,0.151914179325104,-0.834097504615784,-1.21103084087372,-0.00794650614261627,0.00582188367843628,0.195037961006165,0.251759648323059,0.042150504887104,0.0626876950263977,0.0444348976016045
"41",13716,82,0.0577517002820969,0.0898630693554878,-0.790967583656311,-1.15197682380676,0,0,0,0,0,0,0,1,0,0,0,0.158094495534897,0.15773606300354,-0.639059543609619,-0.959271192550659,-0.1003427952528,-0.0678729936480522,-0.151908040046692,-0.192705631256104,-0.00794650614261627,0.195037961006165,0.042150504887104
"42",13716,83,0.0207058992236853,0.0526058785617352,-0.604422867298126,-0.863049745559692,0,0,0,0,0,0,0,0,1,0,0,0.0577517002820969,0.0898630693554878,-0.790967583656311,-1.15197682380676,-0.0370457991957664,-0.0372571907937527,0.186544716358185,0.28892707824707,-0.1003427952528,-0.151908040046692,-0.00794650614261627
"43",13716,84,0.0645340010523796,0.0702296793460846,-0.342771232128143,-0.510347366333008,0,0,0,0,0,0,0,0,0,1,0,0.0207058992236853,0.0526058785617352,-0.604422867298126,-0.863049745559692,0.0438280999660492,0.0176238007843494,0.261651635169983,0.352702379226685,-0.0370457991957664,0.186544716358185,-0.1003427952528
"44",13716,85,0.073071300983429,0.0935141891241074,-0.577365517616272,-0.817213177680969,0,0,0,0,0,0,0,0,0,0,1,0.0645340010523796,0.0702296793460846,-0.342771232128143,-0.510347366333008,0.00853729993104935,0.0232845097780228,-0.234594285488129,-0.306865811347961,0.0438280999660492,0.261651635169983,-0.0370457991957664
"45",17372,75,0.0505351983010769,0.125698626041412,-0.870532095432281,-1.83126437664032,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",17372,76,0.0566237010061741,0.125946819782257,-0.902353286743164,-1.65688848495483,0,1,0,0,0,0,0,0,0,0,0,0.0505351983010769,0.125698626041412,-0.870532095432281,-1.83126437664032,0.0060885027050972,0.000248193740844727,-0.0318211913108826,0.174375891685486,NA,NA,NA
"47",17372,77,0.337728291749954,0.317301690578461,-0.807726144790649,-1.38298761844635,0,0,1,0,0,0,0,0,0,0,0,0.0566237010061741,0.125946819782257,-0.902353286743164,-1.65688848495483,0.28110459446907,0.191354870796204,0.0946271419525146,0.273900866508484,0.0060885027050972,-0.0318211913108826,NA
"48",17372,78,0.0180143993347883,0.112844958901405,-0.889054000377655,-1.58847522735596,0,0,0,1,0,0,0,0,0,0,0,0.337728291749954,0.317301690578461,-0.807726144790649,-1.38298761844635,-0.319713890552521,-0.204456731677055,-0.0813278555870056,-0.205487608909607,0.28110459446907,0.0946271419525146,0.0060885027050972
"49",17372,79,0.0813817009329796,0.100730091333389,-1.12269449234009,-1.6943815946579,0,0,0,0,1,0,0,0,0,0,0,0.0180143993347883,0.112844958901405,-0.889054000377655,-1.58847522735596,0.0633672997355461,-0.0121148675680161,-0.233640491962433,-0.105906367301941,-0.319713890552521,-0.0813278555870056,0.28110459446907
"50",17372,80,0.227295905351639,0.209526285529137,-1.18223977088928,-1.72054886817932,0,0,0,0,0,1,0,0,0,0,0,0.0813817009329796,0.100730091333389,-1.12269449234009,-1.6943815946579,0.145914196968079,0.108796194195747,-0.0595452785491943,-0.0261672735214233,0.0633672997355461,-0.233640491962433,-0.319713890552521
"51",17372,81,0.339049696922302,0.205363869667053,-1.01202595233917,-1.52971088886261,0,0,0,0,0,0,1,0,0,0,0,0.227295905351639,0.209526285529137,-1.18223977088928,-1.72054886817932,0.111753791570663,-0.00416241586208344,0.17021381855011,0.190837979316711,0.145914196968079,-0.0595452785491943,0.0633672997355461
"52",17372,82,-0.0645577982068062,0.0584017708897591,-0.843516886234283,-1.65209877490997,0,0,0,0,0,0,0,1,0,0,0,0.339049696922302,0.205363869667053,-1.01202595233917,-1.52971088886261,-0.403607487678528,-0.146962106227875,0.168509066104889,-0.122387886047363,0.111753791570663,0.17021381855011,0.145914196968079
"53",17372,83,-0.00881019979715347,0.045593898743391,-0.976920664310455,-1.63026285171509,0,0,0,0,0,0,0,0,1,0,0,-0.0645577982068062,0.0584017708897591,-0.843516886234283,-1.65209877490997,0.0557475984096527,-0.012807872146368,-0.133403778076172,0.0218359231948853,-0.403607487678528,0.168509066104889,0.111753791570663
"54",17372,84,-0.00877199973911047,0.0459866896271706,-0.913315415382385,-1.48683667182922,0,0,0,0,0,0,0,0,0,1,0,-0.00881019979715347,0.045593898743391,-0.976920664310455,-1.63026285171509,3.82000580430031e-05,0.000392790883779526,0.0636052489280701,0.143426179885864,0.0557475984096527,-0.133403778076172,-0.403607487678528
"55",17372,85,0.0135206999257207,0.0596808791160583,-0.950775265693665,-1.49053108692169,0,0,0,0,0,0,0,0,0,0,1,-0.00877199973911047,0.0459866896271706,-0.913315415382385,-1.48683667182922,0.0222926996648312,0.0136941894888878,-0.0374598503112793,-0.00369441509246826,3.82000580430031e-05,0.0636052489280701,0.0557475984096527
"56",19411,75,0.0718014016747475,0.270287990570068,-0.0849183201789856,-1.10157668590546,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",19411,76,0.011387100443244,0.091291531920433,-0.238759368658066,-1.08471524715424,0,1,0,0,0,0,0,0,0,0,0,0.0718014016747475,0.270287990570068,-0.0849183201789856,-1.10157668590546,-0.0604142993688583,-0.178996458649635,-0.15384104847908,0.0168614387512207,NA,NA,NA
"58",19411,77,0.115921802818775,0.0622402206063271,-0.328523904085159,-1.20416867733002,0,0,1,0,0,0,0,0,0,0,0,0.011387100443244,0.091291531920433,-0.238759368658066,-1.08471524715424,0.104534700512886,-0.029051311314106,-0.0897645354270935,-0.119453430175781,-0.0604142993688583,-0.15384104847908,NA
"59",19411,78,0.0144081003963947,0.0618445798754692,-0.228338062763214,-1.15773022174835,0,0,0,1,0,0,0,0,0,0,0,0.115921802818775,0.0622402206063271,-0.328523904085159,-1.20416867733002,-0.10151369869709,-0.000395640730857849,0.100185841321945,0.046438455581665,0.104534700512886,-0.0897645354270935,-0.0604142993688583
"60",19411,79,0.0666090995073318,0.0861090198159218,-0.387523770332336,-1.41534864902496,0,0,0,0,1,0,0,0,0,0,0,0.0144081003963947,0.0618445798754692,-0.228338062763214,-1.15773022174835,0.0522009991109371,0.0242644399404526,-0.159185707569122,-0.257618427276611,-0.10151369869709,0.100185841321945,0.104534700512886
"61",19411,80,-0.118626698851585,0.0752590969204903,-0.2511285841465,-1.08392703533173,0,0,0,0,0,1,0,0,0,0,0,0.0666090995073318,0.0861090198159218,-0.387523770332336,-1.41534864902496,-0.185235798358917,-0.0108499228954315,0.136395186185837,0.331421613693237,0.0522009991109371,-0.159185707569122,-0.10151369869709
"62",19411,81,0.0442101992666721,0.0345404297113419,-0.630190968513489,-1.51576292514801,0,0,0,0,0,0,1,0,0,0,0,-0.118626698851585,0.0752590969204903,-0.2511285841465,-1.08392703533173,0.162836894392967,-0.0407186672091484,-0.379062384366989,-0.431835889816284,-0.185235798358917,0.136395186185837,0.0522009991109371
"63",19411,82,-0.0924967974424362,0.0453508198261261,-0.645255208015442,-1.60414671897888,0,0,0,0,0,0,0,1,0,0,0,0.0442101992666721,0.0345404297113419,-0.630190968513489,-1.51576292514801,-0.136706992983818,0.0108103901147842,-0.0150642395019531,-0.0883837938308716,0.162836894392967,-0.379062384366989,-0.185235798358917
"64",19411,83,0.0401780009269714,0.0609994381666183,-0.830366730690002,-1.713010430336,0,0,0,0,0,0,0,0,1,0,0,-0.0924967974424362,0.0453508198261261,-0.645255208015442,-1.60414671897888,0.132674798369408,0.0156486183404922,-0.185111522674561,-0.108863711357117,-0.136706992983818,-0.0150642395019531,0.162836894392967
"65",19411,84,0.241453602910042,0.212047755718231,-0.619666755199432,-1.41685521602631,0,0,0,0,0,0,0,0,0,1,0,0.0401780009269714,0.0609994381666183,-0.830366730690002,-1.713010430336,0.20127560198307,0.151048317551613,0.21069997549057,0.296155214309692,0.132674798369408,-0.185111522674561,-0.136706992983818
"66",19411,85,0.384086489677429,0.229367837309837,-0.200875893235207,-0.808694779872894,0,0,0,0,0,0,0,0,0,0,1,0.241453602910042,0.212047755718231,-0.619666755199432,-1.41685521602631,0.142632886767387,0.0173200815916061,0.418790876865387,0.608160436153412,0.20127560198307,0.21069997549057,0.132674798369408
"67",19519,75,0.0854365974664688,0.0765544027090073,-0.381916284561157,-0.894648969173431,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",19519,76,0.056596901267767,0.0829759836196899,0.141077473759651,-0.0527841188013554,0,1,0,0,0,0,0,0,0,0,0,0.0854365974664688,0.0765544027090073,-0.381916284561157,-0.894648969173431,-0.0288396961987019,0.00642158091068268,0.522993743419647,0.841864824295044,NA,NA,NA
"69",19519,77,0.0884035006165504,0.111014246940613,-0.0283515099436045,-0.323791295289993,0,0,1,0,0,0,0,0,0,0,0,0.056596901267767,0.0829759836196899,0.141077473759651,-0.0527841188013554,0.0318065993487835,0.0280382633209229,-0.169428989291191,-0.271007180213928,-0.0288396961987019,0.522993743419647,NA
"70",19519,78,0.103028997778893,0.127040132880211,-0.255886167287827,-0.670857787132263,0,0,0,1,0,0,0,0,0,0,0,0.0884035006165504,0.111014246940613,-0.0283515099436045,-0.323791295289993,0.0146254971623421,0.0160258859395981,-0.227534651756287,-0.34706649184227,0.0318065993487835,-0.169428989291191,-0.0288396961987019
"71",19519,79,0.132998198270798,0.18220466375351,-0.273261696100235,-0.651929438114166,0,0,0,0,1,0,0,0,0,0,0,0.103028997778893,0.127040132880211,-0.255886167287827,-0.670857787132263,0.0299692004919052,0.0551645308732986,-0.0173755288124084,0.0189283490180969,0.0146254971623421,-0.227534651756287,0.0318065993487835
"72",19519,80,0.094159297645092,0.125670745968819,-0.367193430662155,-0.716045260429382,0,0,0,0,0,1,0,0,0,0,0,0.132998198270798,0.18220466375351,-0.273261696100235,-0.651929438114166,-0.0388389006257057,-0.0565339177846909,-0.0939317345619202,-0.0641158223152161,0.0299692004919052,-0.0173755288124084,0.0146254971623421
"73",19519,81,0.30733659863472,0.288508594036102,-0.599627137184143,-0.997988522052765,0,0,0,0,0,0,1,0,0,0,0,0.094159297645092,0.125670745968819,-0.367193430662155,-0.716045260429382,0.213177293539047,0.162837848067284,-0.232433706521988,-0.281943261623383,-0.0388389006257057,-0.0939317345619202,0.0299692004919052
"74",19519,82,0.0746828988194466,0.0864650532603264,-0.286309242248535,-0.58558452129364,0,0,0,0,0,0,0,1,0,0,0,0.30733659863472,0.288508594036102,-0.599627137184143,-0.997988522052765,-0.232653707265854,-0.202043533325195,0.313317894935608,0.412404000759125,0.213177293539047,-0.232433706521988,-0.0388389006257057
"75",19519,83,0.109241500496864,0.09359160810709,0.00857945997267962,-0.159223914146423,0,0,0,0,0,0,0,0,1,0,0,0.0746828988194466,0.0864650532603264,-0.286309242248535,-0.58558452129364,0.0345586016774178,0.00712655484676361,0.294888705015182,0.426360607147217,-0.232653707265854,0.313317894935608,0.213177293539047
"76",19519,84,0.0920478999614716,0.0849300101399422,0.167577594518661,0.0632550120353699,0,0,0,0,0,0,0,0,0,1,0,0.109241500496864,0.09359160810709,0.00857945997267962,-0.159223914146423,-0.0171936005353928,-0.00866159796714783,0.158998131752014,0.222478926181793,0.0345586016774178,0.294888705015182,-0.232653707265854
"77",19519,85,0.0848663970828056,0.105347916483879,0.130035191774368,-0.0143485199660063,0,0,0,0,0,0,0,0,0,0,1,0.0920478999614716,0.0849300101399422,0.167577594518661,0.0632550120353699,-0.00718150287866592,0.0204179063439369,-0.0375424027442932,-0.0776035338640213,-0.0171936005353928,0.158998131752014,0.0345586016774178
"78",19645,75,0.0268924999982119,0.102055817842484,-1.18712186813354,-2.82906246185303,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",19645,76,0.101338997483253,0.145407393574715,-1.18722450733185,-2.51604294776917,0,1,0,0,0,0,0,0,0,0,0,0.0268924999982119,0.102055817842484,-1.18712186813354,-2.82906246185303,0.0744464993476868,0.0433515757322311,-0.000102639198303223,0.313019514083862,NA,NA,NA
"80",19645,77,0.16274119913578,0.171272590756416,-0.865953087806702,-1.86291170120239,0,0,1,0,0,0,0,0,0,0,0,0.101338997483253,0.145407393574715,-1.18722450733185,-2.51604294776917,0.0614022016525269,0.0258651971817017,0.321271419525146,0.653131246566772,0.0744464993476868,-0.000102639198303223,NA
"81",19645,78,0.214768305420876,0.237627327442169,-0.7876997590065,-1.73975265026093,0,0,0,1,0,0,0,0,0,0,0,0.16274119913578,0.171272590756416,-0.865953087806702,-1.86291170120239,0.0520271062850952,0.0663547366857529,0.0782533288002014,0.123159050941467,0.0614022016525269,0.321271419525146,0.0744464993476868
"82",19645,79,0.0557589009404182,0.0970549210906029,-0.662254750728607,-1.45002925395966,0,0,0,0,1,0,0,0,0,0,0,0.214768305420876,0.237627327442169,-0.7876997590065,-1.73975265026093,-0.159009397029877,-0.140572398900986,0.125445008277893,0.28972339630127,0.0520271062850952,0.0782533288002014,0.0614022016525269
"83",19645,80,0.00528259994462132,0.0719237625598907,-0.738260328769684,-1.48076474666595,0,0,0,0,0,1,0,0,0,0,0,0.0557589009404182,0.0970549210906029,-0.662254750728607,-1.45002925395966,-0.0504763014614582,-0.0251311585307121,-0.0760055780410767,-0.0307354927062988,-0.159009397029877,0.125445008277893,0.0520271062850952
"84",19645,81,0.0157248992472887,0.0542708784341812,-0.837648570537567,-1.49664759635925,0,0,0,0,0,0,1,0,0,0,0,0.00528259994462132,0.0719237625598907,-0.738260328769684,-1.48076474666595,0.0104422997683287,-0.0176528841257095,-0.0993882417678833,-0.0158828496932983,-0.0504763014614582,-0.0760055780410767,-0.159009397029877
"85",19645,82,-0.0605995990335941,0.0364416316151619,-1.2965726852417,-2.1071674823761,0,0,0,0,0,0,0,1,0,0,0,0.0157248992472887,0.0542708784341812,-0.837648570537567,-1.49664759635925,-0.076324500143528,-0.0178292468190193,-0.458924114704132,-0.610519886016846,0.0104422997683287,-0.0993882417678833,-0.0504763014614582
"86",19645,83,-0.0260995998978615,0.0195374600589275,-1.1530225276947,-1.69943082332611,0,0,0,0,0,0,0,0,1,0,0,-0.0605995990335941,0.0364416316151619,-1.2965726852417,-2.1071674823761,0.0344999991357327,-0.0169041715562344,0.143550157546997,0.407736659049988,-0.076324500143528,-0.458924114704132,0.0104422997683287
"87",19645,84,0.0482388995587826,0.0240657702088356,-0.793662667274475,-1.17830526828766,0,0,0,0,0,0,0,0,0,1,0,-0.0260995998978615,0.0195374600589275,-1.1530225276947,-1.69943082332611,0.0743384957313538,0.00452831014990807,0.359359860420227,0.521125555038452,0.0344999991357327,0.143550157546997,-0.076324500143528
"88",19645,85,-0.121762901544571,0.0168674699962139,-0.565042018890381,-0.942735075950623,0,0,0,0,0,0,0,0,0,0,1,0.0482388995587826,0.0240657702088356,-0.793662667274475,-1.17830526828766,-0.170001804828644,-0.00719830021262169,0.228620648384094,0.235570192337036,0.0743384957313538,0.359359860420227,0.0344999991357327
"89",22249,75,0.114560700953007,0.119678601622581,-0.758015215396881,-1.02795112133026,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
