"","id","numyrs","year","choice","wage","educ","expwc","expbc","expser","manuf","black","lwage","y81","y82","y83","y84","y85","y86","y87","enroll","employ","attrit","exper","expersq","status"
"96",15,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,2
"97",15,9,85,2,NA,11,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,2
"98",15,9,86,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,2
"99",15,9,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,2
"100",16,9,81,2,NA,11,0,0,1,0,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,2
"101",16,9,82,1,NA,11,0,0,1,0,1,NA,0,1,0,0,0,0,0,1,0,0,1,1,1
"102",16,9,83,2,NA,12,0,0,1,0,1,NA,0,0,1,0,0,0,0,0,0,0,1,1,2
"103",16,9,84,1,NA,12,0,0,1,0,1,NA,0,0,0,1,0,0,0,1,0,0,1,1,1
"104",16,9,85,1,NA,13,0,0,1,0,1,NA,0,0,0,0,1,0,0,1,0,0,1,1,1
"105",16,9,86,1,NA,14,0,0,1,0,1,NA,0,0,0,0,0,1,0,1,0,0,1,1,1
"106",16,9,87,5,18598.8203125,15,0,0,1,0,1,9.83085346221924,0,0,0,0,0,0,1,0,1,0,1,1,3
"107",18,10,81,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"108",18,10,82,3,16117.1904296875,13,0,0,0,1,1,9.68764209747314,0,1,0,0,0,0,0,0,1,0,0,0,3
"109",18,10,83,3,15738.58984375,13,1,0,0,1,1,9.6638708114624,0,0,1,0,0,0,0,0,1,0,1,1,3
"110",18,10,84,2,NA,13,2,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,2,4,2
"111",18,10,85,1,NA,13,2,0,0,0,1,NA,0,0,0,0,1,0,0,1,0,0,2,4,1
"112",18,10,86,1,NA,14,2,0,0,0,1,NA,0,0,0,0,0,1,0,1,0,0,2,4,1
"113",18,10,87,1,NA,15,2,0,0,0,1,NA,0,0,0,0,0,0,1,1,0,0,2,4,1
"114",19,10,81,4,12887.830078125,11,0,0,0,0,1,9.46403884887695,1,0,0,0,0,0,0,0,1,0,0,0,3
"115",19,10,82,2,NA,11,0,1,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,2
"116",19,10,83,4,14013.2802734375,11,0,1,0,1,1,9.54776096343994,0,0,1,0,0,0,0,0,1,0,1,1,3
"117",19,10,84,4,15658.7197265625,11,0,2,0,1,1,9.65878295898438,0,0,0,1,0,0,0,0,1,0,2,4,3
"118",19,10,85,4,15238.08984375,11,0,3,0,1,1,9.63155364990234,0,0,0,0,1,0,0,0,1,0,3,9,3
"119",19,10,86,2,NA,11,0,4,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,4,16,2
"120",19,10,87,4,14234.650390625,11,0,4,0,1,1,9.56343460083008,0,0,0,0,0,0,1,0,1,0,4,16,3
"121",20,9,81,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"122",20,9,82,1,NA,13,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,1
"123",20,9,83,1,NA,14,0,0,0,0,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,1
"124",20,9,84,2,NA,15,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,2
"125",20,9,85,1,NA,15,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,1
"126",20,9,86,4,11552.1796875,16,0,0,0,0,1,9.35462951660156,0,0,0,0,0,1,0,0,1,0,0,0,3
"127",20,9,87,4,13467.98046875,16,0,1,0,0,1,9.50806999206543,0,0,0,0,0,0,1,0,1,0,1,1,3
"128",21,8,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"129",21,8,82,2,NA,11,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,2
"130",21,8,83,1,NA,11,0,0,0,0,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,1
"131",21,8,84,2,NA,12,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,2
"132",21,8,85,5,7091,12,0,0,0,0,1,8.86658191680908,0,0,0,0,1,0,0,0,1,0,0,0,3
"133",21,8,86,2,NA,12,0,0,1,0,1,NA,0,0,0,0,0,1,0,0,0,0,1,1,2
"134",21,8,87,2,NA,12,0,0,1,0,1,NA,0,0,0,0,0,0,1,0,0,0,1,1,2
"135",22,10,81,1,NA,13,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"136",22,10,82,1,NA,14,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,1
"137",22,10,83,3,NA,15,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,1,0,0,0,3
"138",22,10,84,1,NA,15,1,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,1,1,1
"139",22,10,85,3,27352.869140625,16,1,0,0,1,1,10.2165765762329,0,0,0,0,1,0,0,0,1,0,1,1,3
"140",22,10,86,3,32860.23828125,16,2,0,0,1,1,10.4000186920166,0,0,0,0,0,1,0,0,1,0,2,4,3
"141",22,10,87,3,45735.140625,16,3,0,0,1,1,10.7306222915649,0,0,0,0,0,0,1,0,1,0,3,9,3
"142",23,9,81,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"143",23,9,82,1,NA,13,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,1
"144",23,9,83,2,NA,14,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,2
"145",23,9,84,5,4341.509765625,14,0,0,0,0,1,8.37597751617432,0,0,0,1,0,0,0,0,1,0,0,0,3
"146",23,9,85,1,NA,14,0,0,1,0,1,NA,0,0,0,0,1,0,0,1,0,0,1,1,1
"147",23,9,86,3,11779.2900390625,15,0,0,1,0,1,9.37409782409668,0,0,0,0,0,1,0,0,1,0,1,1,3
"148",23,9,87,1,NA,15,1,0,1,0,1,NA,0,0,0,0,0,0,1,1,0,0,2,4,1
"149",24,11,81,2,NA,10,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,2
"150",24,11,82,4,9357.7998046875,10,0,0,0,0,1,9.14396572113037,0,1,0,0,0,0,0,0,1,0,0,0,3
"151",24,11,83,5,10550.419921875,10,0,1,0,0,1,9.26392078399658,0,0,1,0,0,0,0,0,1,0,1,1,3
"152",24,11,84,5,12644.5,10,0,1,1,0,1,9.44497776031494,0,0,0,1,0,0,0,0,1,0,2,4,3
"153",24,11,85,5,14635.51953125,10,0,1,2,0,1,9.59120655059814,0,0,0,0,1,0,0,0,1,0,3,9,3
"154",24,11,86,3,11344.8798828125,10,0,1,3,0,1,9.33652210235596,0,0,0,0,0,1,0,0,1,0,4,16,3
"155",24,11,87,3,13591.16015625,10,1,1,3,0,1,9.51717472076416,0,0,0,0,0,0,1,0,1,0,5,25,3
"156",25,9,81,2,NA,11,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,2
"157",25,9,82,2,NA,11,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,2
"158",25,9,83,2,NA,11,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,2
"159",25,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,2
"160",25,9,85,2,NA,11,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,2
"161",25,9,86,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,2
"162",25,9,87,4,14130.26953125,11,0,0,0,0,1,9.55607414245605,0,0,0,0,0,0,1,0,1,0,0,0,3
"163",26,8,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"164",26,8,82,1,NA,11,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,1
"165",26,8,83,5,8247.669921875,12,0,0,0,0,1,9.01768589019775,0,0,1,0,0,0,0,0,1,0,0,0,3
"166",26,8,84,5,8858.4404296875,12,0,0,1,0,1,9.08912563323975,0,0,0,1,0,0,0,0,1,0,1,1,3
"167",26,8,85,5,5797.419921875,12,0,0,2,0,1,8.66516780853271,0,0,0,0,1,0,0,0,1,0,2,4,3
"168",26,8,86,2,NA,12,0,0,3,0,1,NA,0,0,0,0,0,1,0,0,0,0,3,9,2
"169",26,8,87,5,10120.25,12,0,0,3,0,1,9.22229385375977,0,0,0,0,0,0,1,0,1,0,3,9,3
"170",27,11,81,4,19056.48046875,12,0,2,0,1,1,9.85516262054443,1,0,0,0,0,0,0,0,1,0,2,4,3
"171",27,11,82,4,18595.400390625,12,0,3,0,1,1,9.83066940307617,0,1,0,0,0,0,0,0,1,0,3,9,3
"172",27,11,83,2,NA,12,0,4,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,4,16,2
"173",27,11,84,4,NA,12,0,4,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,4,16,3
"174",27,11,85,2,NA,12,0,5,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,5,25,2
"175",27,11,86,2,NA,12,0,5,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,5,25,2
"176",27,11,87,4,16895.41015625,12,0,5,0,0,1,9.73479747772217,0,0,0,0,0,0,1,0,1,0,5,25,3
"177",28,11,81,5,7995.22998046875,12,0,0,0,0,1,8.98659992218018,1,0,0,0,0,0,0,0,1,0,0,0,3
"178",28,11,82,5,7870.52978515625,12,0,0,1,0,1,8.97088050842285,0,1,0,0,0,0,0,0,1,0,1,1,3
"179",28,11,83,3,15730.01953125,12,0,0,2,0,1,9.66332626342773,0,0,1,0,0,0,0,0,1,0,2,4,3
"180",28,11,84,3,15527.01953125,12,1,0,2,0,1,9.65033721923828,0,0,0,1,0,0,0,0,1,0,3,9,3
"181",28,11,85,3,7799.56982421875,12,2,0,2,0,1,8.96182346343994,0,0,0,0,1,0,0,0,1,0,4,16,3
"182",28,11,86,2,NA,12,3,0,2,0,1,NA,0,0,0,0,0,1,0,0,0,0,5,25,2
"183",28,11,87,3,12354.2900390625,12,3,0,2,0,1,9.4217586517334,0,0,0,0,0,0,1,0,1,0,5,25,3
"184",29,8,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"185",29,8,82,1,NA,11,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,1
"186",29,8,83,1,NA,12,0,0,0,0,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,1
"187",29,8,84,1,NA,13,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,1
"188",29,8,85,4,10686.2197265625,14,0,0,0,1,1,9.27671051025391,0,0,0,0,1,0,0,0,1,0,0,0,3
"189",29,8,86,4,10735.259765625,14,0,1,0,1,1,9.28128910064697,0,0,0,0,0,1,0,0,1,0,1,1,3
"190",29,8,87,4,10470.490234375,14,0,2,0,1,1,9.25631618499756,0,0,0,0,0,0,1,0,1,0,2,4,3
"191",32,8,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"192",32,8,82,1,NA,11,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,1
"193",32,8,83,2,NA,12,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,2
"194",32,8,84,2,NA,12,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,2
"195",32,8,85,2,NA,12,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,2
"196",32,8,86,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,2
"197",32,8,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,2
"198",35,9,81,2,NA,11,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,2
"199",35,9,82,2,NA,11,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,2
"200",35,9,83,2,NA,11,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,2
"201",35,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,2
"202",35,9,85,2,NA,11,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,2
"203",35,9,86,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,2
"204",35,9,87,3,NA,11,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,0,3
"205",36,10,81,2,NA,9,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,2
"206",36,10,82,2,NA,9,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,2
"207",36,10,83,2,NA,9,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,2
"208",36,10,84,2,NA,9,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,2
"209",36,10,85,5,5229.52001953125,9,0,0,0,0,1,8.56207466125488,0,0,0,0,1,0,0,0,1,0,0,0,3
"210",36,10,86,5,7427.97998046875,9,0,0,1,0,1,8.91300964355469,0,0,0,0,0,1,0,0,1,0,1,1,3
"211",36,10,87,5,12967.1796875,9,0,0,2,0,1,9.47017669677734,0,0,0,0,0,0,1,0,1,0,2,4,3
"212",37,9,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"213",37,9,82,2,NA,11,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,2
"214",37,9,83,2,NA,11,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,2
"215",37,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,2
"216",37,9,85,5,7424.1298828125,11,0,0,0,0,1,8.91249084472656,0,0,0,0,1,0,0,0,1,0,0,0,3
"217",37,9,86,2,NA,11,0,0,1,0,1,NA,0,0,0,0,0,1,0,0,0,0,1,1,2
"218",37,9,87,4,5847.58984375,11,0,0,1,0,1,8.67378520965576,0,0,0,0,0,0,1,0,1,0,1,1,3
"219",38,4,81,2,NA,11,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,2
"220",38,4,82,2,NA,11,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,2
"221",39,8,81,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,1
"222",39,8,82,3,5916.08984375,12,0,0,0,0,1,8.68543148040771,0,1,0,0,0,0,0,0,1,0,0,0,3
"223",39,8,83,3,7135.330078125,12,1,0,0,0,1,8.8728141784668,0,0,1,0,0,0,0,0,1,0,1,1,3
"224",39,8,84,3,7532.4599609375,12,2,0,0,0,1,8.92697715759277,0,0,0,1,0,0,0,0,1,0,2,4,3
"225",39,8,85,4,8846.48046875,12,3,0,0,0,1,9.08777523040771,0,0,0,0,1,0,0,0,1,0,3,9,3
"226",39,8,86,5,13250,12,3,1,0,0,1,9.49175262451172,0,0,0,0,0,1,0,0,1,0,4,16,3
"227",39,8,87,5,11652.5,12,3,1,1,0,1,9.36327648162842,0,0,0,0,0,0,1,0,1,0,5,25,3
"228",40,10,81,2,NA,12,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,2
"229",40,10,82,4,12629.9697265625,12,0,0,0,0,1,9.44382762908936,0,1,0,0,0,0,0,0,1,0,0,0,3
"230",40,10,83,4,16430.869140625,12,0,1,0,0,1,9.70691680908203,0,0,1,0,0,0,0,0,1,0,1,1,3
"231",40,10,84,4,17644.240234375,12,0,2,0,0,1,9.77816486358643,0,0,0,1,0,0,0,0,1,0,2,4,3
"232",40,10,85,4,17583.83984375,12,0,3,0,0,1,9.77473545074463,0,0,0,0,1,0,0,0,1,0,3,9,3
"233",40,10,86,4,22234.599609375,12,0,4,0,1,1,10.0094051361084,0,0,0,0,0,1,0,0,1,0,4,16,3
"234",40,10,87,3,15833.6103515625,12,0,5,0,0,1,9.66989040374756,0,0,0,0,0,0,1,0,1,0,5,25,3
"235",41,8,81,4,12584.58984375,9,0,1,0,0,1,9.44022846221924,1,0,0,0,0,0,0,0,1,0,1,1,3
